^N225
Date,Time,Open,High,Low,Close
2026-06-03,09:15,67487.671875,67748.078125,67396.8671875,67705.3984375
2026-06-03,09:20,67725.1328125,67808.8984375,67634.8515625,67697.7265625
2026-06-03,09:25,67667.03125,67807.2265625,67566.0,67807.2265625
2026-06-03,09:30,67806.953125,67900.7265625,67759.84375,67864.5390625
2026-06-03,09:35,67873.421875,67977.140625,67830.90625,67899.140625
2026-06-03,09:40,67904.21875,68013.5078125,67904.21875,68003.546875
2026-06-03,09:45,68013.2734375,68107.5703125,68013.2734375,68101.671875
2026-06-03,09:50,68104.0390625,68206.8828125,68077.4921875,68206.8828125
2026-06-03,09:55,68200.953125,68249.3671875,68170.6484375,68242.640625
2026-06-03,10:00,68246.5078125,68271.40625,68127.328125,68240.4375
2026-06-03,10:05,68229.09375,68293.8828125,68149.703125,68219.03125
2026-06-03,10:10,68200.0234375,68230.2890625,68118.390625,68172.9921875
2026-06-03,10:15,68176.3671875,68234.2421875,68127.0,68194.640625
2026-06-03,10:20,68202.15625,68224.703125,68118.4375,68141.8984375
2026-06-03,10:25,68144.9765625,68225.3203125,68119.140625,68186.6171875
2026-06-03,10:30,68176.640625,68212.2265625,68122.6171875,68170.359375
2026-06-03,10:35,68169.84375,68217.9921875,68148.03125,68195.3515625
2026-06-03,10:40,68194.90625,68211.46875,68152.6796875,68211.46875
2026-06-03,10:45,68210.2421875,68215.5703125,68079.2421875,68177.9921875
2026-06-03,10:50,68184.2578125,68207.4296875,68133.328125,68152.796875
2026-06-03,10:55,68154.96875,68286.6875,68124.5234375,68272.78125
2026-06-03,11:00,68276.90625,68423.03125,68258.96875,68422.4375
2026-06-03,11:05,68421.953125,68455.578125,68325.15625,68372.8203125
2026-06-03,11:10,68378.421875,68419.09375,68367.203125,68393.7890625
2026-06-03,11:15,68396.890625,68456.6875,68392.5,68448.390625
2026-06-03,11:20,68441.75,68473.296875,68423.75,68455.703125
2026-06-03,11:25,68447.25,68469.8203125,68384.65625,68434.0234375
2026-06-03,11:30,68435.2890625,68452.453125,68435.2890625,68452.453125
